name,seed,agents_num,teams_num,teams_size,agents_connection_probability,teams_connection_probability,agents_average_initial_opinion,technology_success_rate
2_8_4_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,0.4
2_8_4_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,0.4
2_8_4_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,0.4
2_8_4_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,0.4
2_8_4_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,0.4
2_8_4_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,0.4
2_8_4_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,0.4
2_8_4_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,0.4
2_8_4_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,0.4
2_8_5_0_0,2811363264,5,1,5,0.3741,0.0,-0.2,0.5
2_8_5_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.2,0.5
2_8_5_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.2,0.5
2_8_5_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.2,0.5
2_8_5_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.2,0.5
2_8_5_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.2,0.5
2_8_5_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.2,0.5
2_8_5_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,0.5
2_8_5_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,0.5
2_8_5_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,0.5
2_8_5_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,0.5
2_8_5_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,0.5
2_8_5_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,0.5
2_8_5_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,0.5
2_8_5_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,0.5
2_8_5_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,0.5
2_8_6_0_0,2811363264,5,1,5,0.3741,0.0,-0.2,0.6
2_8_6_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.2,0.6
2_8_6_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.2,0.6
2_8_6_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.2,0.6
2_8_6_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.2,0.6
2_8_6_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.2,0.6
2_8_6_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.2,0.6
2_8_6_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,0.6
2_8_6_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,0.6
2_8_6_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,0.6
2_8_6_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,0.6
2_8_6_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,0.6
2_8_6_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,0.6
2_8_6_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,0.6
2_8_6_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,0.6
2_8_6_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,0.6
2_8_7_0_0,2811363264,5,1,5,0.3741,0.0,-0.2,0.7
2_8_7_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.2,0.7
2_8_7_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.2,0.7
2_8_7_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.2,0.7
2_8_7_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.2,0.7
2_8_7_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.2,0.7
2_8_7_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.2,0.7
2_8_7_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,0.7
2_8_7_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,0.7
2_8_7_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,0.7
2_8_7_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,0.7
2_8_7_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,0.7
2_8_7_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,0.7
2_8_7_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,0.7
2_8_7_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,0.7
2_8_7_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,0.7
2_8_8_0_0,2811363264,5,1,5,0.3741,0.0,-0.2,0.8
2_8_8_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.2,0.8
2_8_8_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.2,0.8
2_8_8_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.2,0.8
2_8_8_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.2,0.8
2_8_8_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.2,0.8
2_8_8_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.2,0.8
2_8_8_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,0.8
2_8_8_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,0.8
2_8_8_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,0.8
2_8_8_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,0.8
2_8_8_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,0.8
2_8_8_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,0.8
2_8_8_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,0.8
2_8_8_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,0.8
2_8_8_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,0.8
2_8_9_0_0,2811363264,5,1,5,0.3741,0.0,-0.2,0.9
2_8_9_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.2,0.9
2_8_9_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.2,0.9
2_8_9_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.2,0.9
2_8_9_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.2,0.9
2_8_9_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.2,0.9
2_8_9_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.2,0.9
2_8_9_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,0.9
2_8_9_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,0.9
2_8_9_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,0.9
2_8_9_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,0.9
2_8_9_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,0.9
2_8_9_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,0.9
2_8_9_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,0.9
2_8_9_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,0.9
2_8_9_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,0.9
2_8_10_0_0,2811363264,5,1,5,0.3741,0.0,-0.2,1.0
2_8_10_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.2,1.0
2_8_10_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.2,1.0
2_8_10_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.2,1.0
2_8_10_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.2,1.0
2_8_10_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.2,1.0
2_8_10_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.2,1.0
2_8_10_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.2,1.0
2_8_10_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.2,1.0
2_8_10_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.2,1.0
2_8_10_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.2,1.0
2_8_10_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.2,1.0
2_8_10_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.2,1.0
2_8_10_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.2,1.0
2_8_10_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.2,1.0
2_8_10_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.2,1.0
2_9_0_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.0
2_9_0_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.0
2_9_0_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.0
2_9_0_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.0
2_9_0_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.0
2_9_0_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.0
2_9_0_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.0
2_9_0_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.0
2_9_0_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.0
2_9_0_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.0
2_9_0_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.0
2_9_0_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.0
2_9_0_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.0
2_9_0_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.0
2_9_0_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.0
2_9_0_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.0
2_9_1_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.1
2_9_1_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.1
2_9_1_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.1
2_9_1_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.1
2_9_1_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.1
2_9_1_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.1
2_9_1_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.1
2_9_1_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.1
2_9_1_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.1
2_9_1_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.1
2_9_1_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.1
2_9_1_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.1
2_9_1_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.1
2_9_1_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.1
2_9_1_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.1
2_9_1_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.1
2_9_2_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.2
2_9_2_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.2
2_9_2_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.2
2_9_2_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.2
2_9_2_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.2
2_9_2_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.2
2_9_2_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.2
2_9_2_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.2
2_9_2_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.2
2_9_2_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.2
2_9_2_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.2
2_9_2_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.2
2_9_2_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.2
2_9_2_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.2
2_9_2_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.2
2_9_2_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.2
2_9_3_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.3
2_9_3_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.3
2_9_3_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.3
2_9_3_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.3
2_9_3_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.3
2_9_3_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.3
2_9_3_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.3
2_9_3_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.3
2_9_3_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.3
2_9_3_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.3
2_9_3_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.3
2_9_3_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.3
2_9_3_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.3
2_9_3_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.3
2_9_3_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.3
2_9_3_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.3
2_9_4_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.4
2_9_4_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.4
2_9_4_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.4
2_9_4_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.4
2_9_4_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.4
2_9_4_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.4
2_9_4_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.4
2_9_4_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.4
2_9_4_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.4
2_9_4_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.4
2_9_4_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.4
2_9_4_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.4
2_9_4_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.4
2_9_4_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.4
2_9_4_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.4
2_9_4_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.4
2_9_5_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.5
2_9_5_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.5
2_9_5_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.5
2_9_5_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.5
2_9_5_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.5
2_9_5_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.5
2_9_5_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.5
2_9_5_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.5
2_9_5_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.5
2_9_5_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.5
2_9_5_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.5
2_9_5_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.5
2_9_5_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.5
2_9_5_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.5
2_9_5_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.5
2_9_5_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.5
2_9_6_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.6
2_9_6_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.6
2_9_6_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.6
2_9_6_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.6
2_9_6_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.6
2_9_6_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.6
2_9_6_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.6
2_9_6_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.6
2_9_6_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.6
2_9_6_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.6
2_9_6_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.6
2_9_6_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.6
2_9_6_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.6
2_9_6_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.6
2_9_6_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.6
2_9_6_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.6
2_9_7_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.7
2_9_7_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.7
2_9_7_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.7
2_9_7_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.7
2_9_7_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.7
2_9_7_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.7
2_9_7_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.7
2_9_7_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.7
2_9_7_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.7
2_9_7_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.7
2_9_7_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.7
2_9_7_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.7
2_9_7_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.7
2_9_7_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.7
2_9_7_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.7
2_9_7_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.7
2_9_8_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.8
2_9_8_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.8
2_9_8_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.8
2_9_8_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.8
2_9_8_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.8
2_9_8_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.8
2_9_8_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.8
2_9_8_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.8
2_9_8_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.8
2_9_8_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.8
2_9_8_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.8
2_9_8_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.8
2_9_8_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.8
2_9_8_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.8
2_9_8_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.8
2_9_8_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.8
2_9_9_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,0.9
2_9_9_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,0.9
2_9_9_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,0.9
2_9_9_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,0.9
2_9_9_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,0.9
2_9_9_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,0.9
2_9_9_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,0.9
2_9_9_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,0.9
2_9_9_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,0.9
2_9_9_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,0.9
2_9_9_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,0.9
2_9_9_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,0.9
2_9_9_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,0.9
2_9_9_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,0.9
2_9_9_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,0.9
2_9_9_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,0.9
2_9_10_0_0,2811363264,5,1,5,0.3741,0.0,-0.1,1.0
2_9_10_0_1,2811363264,10,1,10,0.16626666666666667,0.0,-0.1,1.0
2_9_10_0_2,2811363264,15,1,15,0.10688571428571428,0.0,-0.1,1.0
2_9_10_0_3,2811363264,20,1,20,0.0787578947368421,0.0,-0.1,1.0
2_9_10_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,-0.1,1.0
2_9_10_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,-0.1,1.0
2_9_10_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,-0.1,1.0
2_9_10_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,-0.1,1.0
2_9_10_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,-0.1,1.0
2_9_10_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,-0.1,1.0
2_9_10_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,-0.1,1.0
2_9_10_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,-0.1,1.0
2_9_10_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,-0.1,1.0
2_9_10_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,-0.1,1.0
2_9_10_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,-0.1,1.0
2_9_10_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,-0.1,1.0
2_10_0_0_0,2811363264,5,1,5,0.3741,0.0,0.0,0.0
2_10_0_0_1,2811363264,10,1,10,0.16626666666666667,0.0,0.0,0.0
2_10_0_0_2,2811363264,15,1,15,0.10688571428571428,0.0,0.0,0.0
2_10_0_0_3,2811363264,20,1,20,0.0787578947368421,0.0,0.0,0.0
2_10_0_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,0.0,0.0
2_10_0_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,0.0,0.0
2_10_0_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,0.0,0.0
2_10_0_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,0.0,0.0
2_10_0_2_0,2811363264,100,20,5,0.3741,0.2631578947368421,0.0,0.0
2_10_0_2_1,2811363264,200,20,10,0.16626666666666667,0.2631578947368421,0.0,0.0
2_10_0_2_2,2811363264,300,20,15,0.10688571428571428,0.2631578947368421,0.0,0.0
2_10_0_2_3,2811363264,400,20,20,0.0787578947368421,0.2631578947368421,0.0,0.0
2_10_0_3_0,2811363264,150,30,5,0.3741,0.1724137931034483,0.0,0.0
2_10_0_3_1,2811363264,300,30,10,0.16626666666666667,0.1724137931034483,0.0,0.0
2_10_0_3_2,2811363264,450,30,15,0.10688571428571428,0.1724137931034483,0.0,0.0
2_10_0_3_3,2811363264,600,30,20,0.0787578947368421,0.1724137931034483,0.0,0.0
2_10_1_0_0,2811363264,5,1,5,0.3741,0.0,0.0,0.1
2_10_1_0_1,2811363264,10,1,10,0.16626666666666667,0.0,0.0,0.1
2_10_1_0_2,2811363264,15,1,15,0.10688571428571428,0.0,0.0,0.1
2_10_1_0_3,2811363264,20,1,20,0.0787578947368421,0.0,0.0,0.1
2_10_1_1_0,2811363264,50,10,5,0.3741,0.5555555555555556,0.0,0.1
2_10_1_1_1,2811363264,100,10,10,0.16626666666666667,0.5555555555555556,0.0,0.1
2_10_1_1_2,2811363264,150,10,15,0.10688571428571428,0.5555555555555556,0.0,0.1
2_10_1_1_3,2811363264,200,10,20,0.0787578947368421,0.5555555555555556,0.0,0.1
